subject,object,relation,paper_id,sentence_no,num_evidence
two laser beams,lasers,contain,"[118677, 2926]","[1, 3]",2
secondary ion mass spectrometry,sr/ca data,analyze,"[118702, 24756]","[5, 5]",2
beiea,parameters,optimize,"[118720, 118720]","[0, 0]",2
tmin,yield,affect,"[158224, 158224]","[1, 5]",2
pce,sorption,behave,"[13131, 172093]","[0, 0]",2
bean plant,beans,contain,"[118835, 141049]","[5, 2]",2
each household,electricity,consume,"[3232, 3232]","[6, 11]",2
traf6,receptors,recognize,"[118978, 118978]","[2, 2]",2
operational parameters,effecient,determine,"[9726, 171697]","[0, 0]",2
operational parameters,design,depend,"[9726, 171697]","[0, 0]",2
operational parameters,arrangement,depend,"[9726, 171697]","[0, 0]",2
hubert markl,max planck society,have-org-role,"[119046, 125738]","[0, 3]",2
sir,information,regulate,"[119126, 17988]","[1, 2]",2
the exhaust of a gasoline engine,pollution,source,"[119158, 119530]","[0, 0]",2
power sector,carbon,emit,"[157369, 7949]","[0, 4]",2
power sector,co2,emit,"[9633, 9633, 13070]","[2, 4, 2]",3
herbs,biomass,allocate,"[125546, 125546]","[6, 6]",2
917 children,neuro,behave,"[119394, 53597]","[1, 2]",2
discrete orders,radiation,simulate,"[135848, 11214]","[3, 7]",2
plasmodium falciparum,malaria,cause,"[124057, 148964, 14711]","[0, 1, 0]",3
previous legislation,limits,fix,"[119781, 119781]","[0, 3]",2
previous legislation,st,establish,"[81196, 178301]","[2, 1]",2
previous legislation,ard,establish,"[81196, 178301]","[2, 1]",2
consumption in rio de aveiro,risiken,represent,"[119908, 119908]","[12, 12]",2
saturn,titan,contain,"[120022, 14827]","[2, 0]",2
saturn,radio,emit,"[73505, 178290]","[2, 4]",2
declines as fall,the first phase,mark,"[120055, 140979]","[4, 4]",2
current decision,welfare,affect,"[120152, 120249]","[0, 0]",2
previous studies in china,restrictions,report,"[120198, 18924]","[1, 1]",2
pitten,heaney,publication,"[120213, 120213]","[7, 7]",2
pri,intensity,change,"[126210, 126210]","[4, 4]",2
the majority of models,clouds,simulate,"[56207, 56207]","[4, 6]",2
the amplitude of the warming,grip,show,"[120293, 173790]","[5, 5]",2
ips,flexibility for people,maximize,"[146868, 9458]","[5, 5]",2
leadership levels,lead,contain,"[125253, 138815, 161643, 161710, 174686]","[1, 3, 2, 1, 3]",5
artifact,environment,impact,"[145348, 145348, 145348]","[5, 6, 6]",3
common numeraire,benefits,express,"[120474, 24340]","[4, 4]",2
megagram year,mechanisms,provide,"[120474, 24340]","[5, 5]",2
global food security under climate,valuation,depend,"[120491, 132611, 175748]","[0, 0, 0]",3
global food security under climate,yield,depend,"[120491, 132611, 175748]","[0, 0, 0]",3
cyanogenic glycoside,toxic cyanide,release,"[120491, 132611, 175748]","[2, 2, 2]",3
qubit,super,conduct,"[120514, 124330]","[1, 2]",2
vacuum pumps,nitrogen gas,discharge,"[120546, 3906, 5227]","[4, 11, 1]",3
a level of bacterium,a bacteria,contain,"[120627, 53357, 3810, 6433]","[6, 9, 4, 4]",4
arrangements,outdoor performances,influence,"[6408, 166765]","[0, 0]",2
respiratory cause,death,cause,"[120795, 120795]","[6, 9]",2
authorities,this method,use,"[61844, 11087]","[1, 12]",2
ct,groundwater,pollute,"[13116, 172272]","[5, 5]",2
cue,time,relation,"[127559, 127559]","[1, 2]",2
fluridone,synthesis,inhibit,"[78193, 39008]","[8, 9]",2
rnas,intron,have,"[121290, 121290]","[1, 4]",2
normalization,the relaxation content of each component,determine,"[7360, 168743, 168755]","[4, 4, 3]",3
normalization,content of each component,determine,"[7366, 13072, 168739, 168835, 169452, 169696, 169871, 169908, 171954]","[2, 3, 1, 2, 4, 3, 4, 3, 3]",9
diode,light,emit,"[44999, 1543, 2300, 2807, 3121, 14196]","[0, 0, 4, 0, 0, 5]",6
xenopus oocytes,water,permeate,"[121598, 57396]","[4, 5]",2
an array of fuels,fuel,contain,"[121720, 178538]","[0, 3]",2
pop,environment,behave,"[147904, 47119]","[0, 3]",2
s. acculeata,drought,tolerate,"[121776, 121776]","[6, 6]",2
numerical example,effecient,illustrate,"[2601, 10327]","[4, 4]",2
numerical example,models,compare,"[9685, 12348]","[8, 6]",2
romanian university,effecient,improve,"[121864, 46956]","[0, 0]",2
romanian university,information systems,implement,"[121864, 46956]","[0, 0]",2
wsf,toxic,affect,"[121924, 121924]","[2, 7]",2
a model suite,models,contain,"[121947, 99121, 13816]","[5, 7, 1]",3
boom,enormous problem,bring,"[48914, 8504]","[2, 2]",2
boom,degradation,bring,"[48914, 8504]","[2, 2]",2
brick tea,bricks,contain,"[122004, 79294, 79294, 79294]","[0, 2, 3, 8]",4
strength,becomes,cause,"[11790, 173474]","[0, 0]",2
any person,damage,predict,"[122090, 7855]","[0, 0]",2
any person,damage,anticipate,"[122090, 7855]","[0, 0]",2
guangzhou people,bicycle,commute,"[122108, 122108]","[7, 10]",2
network code,robustness,improve,"[122114, 2333]","[0, 0]",2
fsh,follicle,stimulate,"[122173, 80750]","[5, 5]",2
adms-urban,distribution,simulate,"[96304, 9624, 12683, 171483, 171827]","[0, 0, 0, 0, 0]",5
zone 4,multiple signals,contain,"[122405, 122405]","[13, 13]",2
a sequential extraction procedure,total partition,consider,"[122455, 95088]","[2, 2]",2
ref,suggestions,describe,"[122541, 74703]","[1, 0]",2
adult in spring,the same preference for food,display,"[122719, 24811]","[3, 3]",2
adult in spring,the same preference for food,prefer,"[122719, 24811]","[3, 3]",2
leafy,cam,produce,"[87673, 179481]","[0, 0]",2
selective isolation,hg2,tolerate,"[122880, 150391]","[6, 5]",2
a set of functions,function,contain,"[122906, 51131, 76806, 39418]","[3, 0, 2, 2]",4
dyke,central anomaly,cause,"[74607, 74607]","[2, 3]",2
a range of disciplines,discipline,contain,"[123001, 162530]","[0, 4]",2
bulb,voltage,operate,"[1719, 8130]","[3, 3]",2
physiological system,locomotion,support,"[123171, 123171]","[1, 10]",2
a group of subjects,subject,contain,"[123275, 125723, 125723, 71752, 94769]","[1, 2, 2, 7, 1]",5
microprocessors,instruments,control,"[10236, 10238]","[5, 5]",2
chlorella pyrenoidosa,environment,affect,"[8792, 162269]","[0, 0]",2
habitat in the eastern ring sea,density,depend,"[123467, 123467]","[2, 2]",2
toxicology,toxicity,cause,"[82038, 6445]","[1, 1]",2
51,los angeles,reside,"[123514, 123597]","[0, 0]",2
each subject,questionnaire,fill-out,"[123968, 143863]","[1, 2]",2
each subject,questionnaire,complete,"[17656, 33193]","[1, 4]",2
pneumonia,death,cause,"[123632, 123632, 127858, 43588, 43588, 58866, 78727, 79410]","[0, 2, 0, 5, 8, 8, 2, 2]",8
a class of proteins,protein,contain,"[123654, 130349]","[6, 4]",2
roll,distortion,cause,"[142314, 8884]","[6, 6]",2
h.c. p,pack,describe,"[123732, 175865]","[0, 5]",2
principal component,synthesis,obtain,"[9084, 163111]","[2, 2]",2
c.s,grassl,dominate,"[164523, 164523]","[2, 2]",2
conventional methods,a generator,use,"[12725, 13604]","[1, 1]",2
vasodilatation,endothelial cells,depend,"[124060, 130313]","[4, 5]",2
one company,technology,serve,"[1905, 1905]","[2, 2]",2
granulocyte factor,colony,stimulate,"[124254, 34890, 172040]","[7, 4, 1]",3
surveillance,networking,require,"[50065, 161743]","[0, 0]",2
olfactory,behaving,mediate,"[124305, 177200]","[0, 2]",2
tl,distant,depend,"[9655, 172299]","[2, 2]",2
genetic covariance between traits,response,constrain,"[124432, 44828]","[2, 2]",2
estuarine water,pollution,receive,"[124681, 95089]","[0, 0]",2
such exposes,health,affect,"[124683, 124683]","[3, 5]",2
rural cancer,death,cause,"[124761, 124761]","[4, 4]",2
nmrd,death,cause,"[124761, 124761, 124761]","[4, 4, 5]",3
physiological effects,runoff,increase,"[124846, 49844]","[4, 3]",2
drinking,uptake,cause,"[13117, 172337]","[0, 0]",2
kit,pollution,warn,"[53106, 13481]","[2, 2]",2
kit,fuel,consume,"[9200, 9200]","[5, 5]",2
nozzles,delta,have,"[7313, 7313]","[8, 8]",2
a group of mice,mouse,contain,"[124975, 124975]","[4, 5]",2
choice tests,preferential,demonstrate,"[125045, 53672]","[4, 4]",2
3rd instar,choice tests,initiate,"[125045, 53672]","[4, 4]",2
bid,virtual cyber clusters,affect,"[40784, 12713]","[4, 4]",2
facilitation,mediating,contain,"[42782, 52649]","[1, 1]",2
facilitation,facilitating,contain,"[42782, 52649]","[1, 1]",2
negotiations rules,researchers,concern,"[125172, 125172]","[5, 5]",2
a pair of products,product,contain,"[125234, 174460]","[5, 4]",2
a construct,the hahb,bear,"[96298, 14578]","[8, 8]",2
a repertoire of responses,response,contain,"[125269, 13845]","[0, 2]",2
a mixture of vocs,voc,contain,"[125476, 17653]","[1, 4]",2
dii,cells of eggs,diffuse,"[125548, 125548]","[8, 8]",2
k+ channel,voltage,depend,"[125601, 125601]","[0, 2]",2
paddle,voltage,sensor,"[125601, 135527, 14290, 177476]","[2, 5, 7, 3]",4
rag2,h3k4me3,recognize,"[125659, 125659]","[5, 7]",2
ribosome,aminoacyl-trna,select,"[131325, 176291]","[0, 0]",2
mesotrione,amount,do,"[125881, 125881]","[2, 2]",2
a series of reports,report,contain,"[125999, 13904]","[0, 1]",2
two-dimensional electron gas,electrons,contain,"[126047, 132702]","[2, 4]",2
lithium ions,other groups,coordinate,"[126093, 126093]","[3, 3]",2
silicate aluminum,silica,contain,"[126113, 126113]","[0, 1]",2
distance transport,role,play,"[126157, 88445]","[5, 5]",2
a group of proteins,protein,contain,"[126198, 14711]","[1, 4]",2
organic diodes,light,emit,"[126271, 174524]","[0, 0]",2
scavenger,hydroxyl,radical,"[139919, 161553]","[1, 2]",2
ancient environments,deposit,feature,"[150459, 25708]","[1, 1]",2
congenital heart disease,death,cause,"[126481, 31646]","[0, 0]",2
apicomplexan,a photosynthetic plastid,have,"[126483, 80945]","[1, 1]",2
plastid,b>tryptophan/b,use,"[126483, 80945]","[3, 3]",2
plastid,tryptophan,encode,"[126483, 80945]","[3, 3]",2
deleterious mutation,fitness,affect,"[126499, 144160]","[0, 4]",2
transistors,field,affect,"[130625, 177530]","[1, 3]",2
physical devices,information,process,"[126659, 126659]","[1, 1]",2
flc,performance in consumption,exhibit,"[12971, 13423]","[6, 4]",2
flc,emissions,exhibit,"[12971, 13423]","[6, 4]",2
pollution during pregnancy,growth,influence,"[126708, 152566]","[0, 0]",2
salmonella,concentration intervals,function,"[126811, 137037]","[4, 4]",2
ecec st,concentration intervals,establish,"[126811, 137037]","[4, 4]",2
inactivation rate in seawater,correlation,lack,"[126811, 137037]","[7, 7]",2
this series of papers,paper,contain,"[126902, 16327]","[4, 5]",2
heat wave,death,cause,"[131787, 14186]","[1, 3]",2
web monkey,time,spend,"[126981, 126981]","[7, 7]",2
female subject,wood,use,"[127068, 127068]","[6, 7]",2
gradual change,iss,impact,"[138320, 148033]","[1, 1]",2
individual caribou,time,allocate,"[127243, 127243]","[11, 14]",2
freshwater fish,stress,encounter,"[7358, 168870]","[0, 0]",2
a series of measures,measurement,contain,"[127395, 51784, 73740, 3490, 4876]","[1, 0, 1, 0, 2]",5
hydrotalcite,boron,remove,"[165929, 165929]","[3, 5]",2
a range of organisms,organism,contain,"[127516, 43754]","[1, 6]",2
coastal areas,coastline,contain,"[127527, 98911]","[0, 0]",2
transducer,pressure,ensing,"[127835, 17797]","[1, 1]",2
three parameters,distribution,characterize,"[144592, 165255]","[5, 5]",2
asteraceae,medicine,effect,"[165730, 165730]","[12, 15]",2
large fire,areas,burn,"[127870, 175698, 175698]","[1, 1, 4]",3
tundra vegetation,warm,respond,"[72693, 26169]","[0, 10]",2
anaerobic plants,wastewater,treat,"[128239, 37391]","[3, 0]",2
environmental effects,environment,affect,"[128369, 34427]","[6, 3]",2
current emission st,test,require,"[128612, 128612]","[0, 0]",2
xuan wei,smoky coal,burn,"[14052, 14052]","[4, 4]",2
bladder cancer,death,cause,"[128914, 150771, 150771]","[3, 0, 8]",3
engulfed,cd,require,"[128958, 17298]","[0, 3]",2
the mechanism of hydrosol filtration,particles,encounter,"[129098, 129098]","[0, 0]",2
profiles,outdoor performances,influence,"[6408, 166765]","[0, 0]",2
treetops,community,drive,"[129698, 129698]","[5, 5]",2
nkt,il,produce,"[129736, 129736]","[3, 5]",2
phyllosilicate,hg,stabilize,"[13077, 172417]","[1, 1]",2
cotinine,nicotine,metabolize,"[129879, 79217]","[5, 3]",2
wild fly,magnetosensitive fields,respond,"[129942, 129942]","[4, 4]",2
root turnover in aspen forest,soil,drive,"[129944, 95301]","[1, 1]",2
a set of sites,site,contain,"[130121, 82148]","[8, 3]",2
a cluster of galaxies,galaxy,contain,"[130230, 73409, 74041]","[0, 0, 0]",3
surrogate,vehicle,emit,"[130264, 130264]","[5, 6]",2
surrogate,link probability,have,"[153597, 13009]","[5, 5]",2
a fecal bacteria,groundwater,contaminate,"[46076, 57343]","[1, 3]",2
a range of studies,study,contain,"[130281, 42376, 30279]","[2, 7, 0]",3
australian bureau of meteorology,climate,supply,"[130376, 143595, 42872]","[2, 2, 2]",3
australian bureau of meteorology,population data,supply,"[130376, 143595, 42872]","[2, 2, 2]",3
eucalypt,forest,dominate,"[152739, 152739]","[3, 9]",2
cultural inertia,solution,bias,"[130536, 99920]","[2, 2]",2
this option,attention,receive,"[72501, 24246]","[20, 17]",2
environmental determinants,environment,determine,"[130604, 12186, 12186]","[1, 5, 10]",3
pathogenic species,temperature,sensitive,"[130793, 130793]","[0, 4]",2
gec,mycorrhizal fungus,affect,"[47378, 47378]","[3, 4]",2
two types of pollution,common allergy,share,"[130873, 144272]","[3, 5]",2
a novel bacterium,sulfate,reduce,"[130935, 40169]","[5, 0]",2
a global network of sites,site,contain,"[131012, 149540]","[2, 5]",2
metatronic analysis,estimates,produce,"[131043, 41344]","[3, 3]",2
replisome,rna polymerase,collide,"[131072, 131072, 131072]","[1, 2, 3]",3
scientific evidence,a segment of the public,convince,"[23983, 175837]","[0, 0]",2
a range of tools,a tool,contain,"[131099, 158416]","[7, 1]",2
electron gas,electrons,contain,"[131165, 73442, 14680]","[2, 1, 3]",3
a set of languages,language,contain,"[131354, 131354]","[4, 5]",2
a sequence of states,state,contain,"[131405, 42638]","[4, 5]",2
phosphorous load,phosphor,contain,"[131438, 143109, 156817]","[0, 0, 2]",3
bayesian network,relationships,characterize,"[156409, 12544]","[3, 3]",2
methods of integration,culture,depend,"[131608, 131608]","[7, 7]",2
mismatch,fit,affect,"[131657, 28941]","[10, 1]",2
the outcome of the application,soil quality,evaluate,"[9785, 170667]","[5, 1]",2
the outcome of the application,methods,provide,"[9785, 170667]","[5, 1]",2
the outcome of the application,thoughts,provide,"[9785, 170667]","[5, 1]",2
certain organochlorine compounds,sfg,affect,"[131734, 131734]","[6, 6]",2
all factors,effecient,affect,"[6963, 167711]","[1, 1]",2
circulatory disease,death,cause,"[131774, 131774]","[2, 8]",2
m. trossulus,cold,tolerate,"[23114, 23114]","[2, 4]",2
mycorrhize,stem height,increase,"[72489, 90033, 25313]","[2, 2, 2]",3
mycorrhize,diameter,increase,"[72489, 90033, 25313]","[2, 2, 2]",3
mycorrhize,accumulation,increase,"[72489, 90033, 25313]","[2, 2, 2]",3
dithiothreitol,de-epoxidation,inhibit,"[25185, 172912]","[5, 6]",2
obese individuals,pimz,have,"[131892, 131892]","[7, 7]",2
triclosan,a community of biofilm microbes,affect,"[62045, 62045]","[3, 3]",2
p. shumwayae,fish,kill,"[131916, 131916]","[2, 8]",2
all diseases,death,cause,"[132031, 176467]","[3, 1]",2
oyster,this metal,discriminate,"[166812, 166812]","[5, 12]",2
exchange rate,indoor levels of pollutants,affect,"[10320, 171006]","[5, 1]",2
alternative transportation,perform,present,"[132213, 141617]","[6, 6]",2
alternative transportation,environment,perform,"[132213, 141617]","[6, 6]",2
0.61,linear regression with variable resolution,describe,"[132377, 132377, 132377]","[1, 1, 1]",3
parasites,temperature,sensitive,"[144583, 59969]","[0, 0]",2
dha,restore,activity,"[171294, 171294, 171294]","[3, 4, 5]",3
phylogenetic method,diversification,detect,"[176502, 176502]","[0, 0]",2
summer precipitation,trend,show,"[136173, 26152, 26152, 160858]","[4, 4, 4, 0]",4
summer precipitation,radial growth,affect,"[26607, 164638]","[3, 3]",2
biocrust,areas,dominate,"[62072, 62072]","[5, 6]",2
carbon nanotubes,electrons,source,"[132765, 132765]","[0, 0]",2
climate change during the pleistocene,a species,affect,"[132790, 56831]","[9, 9]",2
p. ouachitae,a parapatric taxon,have-rel-role,"[132790, 56831]","[9, 9]",2
the latter sequence,error,suppress,"[132802, 132802]","[6, 6]",2
alkanes,15 atoms,have,"[165666, 165666]","[1, 1]",2
maxent,choice,sensitive,"[17735, 17735]","[2, 5]",2
maxent,selection,sensitive,"[17735, 17735]","[2, 5]",2
jeopardy,compromise,cause,"[150970, 97734]","[4, 4]",2
metabolic rate,warm,respond,"[21439, 21439, 21439, 21439]","[1, 1, 2, 2]",4
a large plant,wastewater,treat,"[132959, 41676]","[1, 0]",2
cvd,death,cause,"[132982, 146286, 60828, 60828, 21778, 174632]","[3, 6, 3, 4, 3, 5]",6
cvd,mortality,cause,"[29840, 29840, 29840, 32017, 174632, 176250]","[1, 3, 4, 0, 4, 9]",6
tsp-matter,tsp,contain,"[133103, 157017, 87079]","[1, 1, 3]",3
set1,h3,mediate,"[133345, 133345, 133345]","[6, 6, 6]",3
performance indicators,perform,indicate,"[133402, 141445, 6457, 6457]","[6, 5, 4, 5]",4
indices system,sustainability,evaluate,"[133693, 135405]","[0, 0]",2
irrigation rates,yield,affect,"[133707, 133707]","[3, 10]",2
building materials indoors,toxic chemicals,emit,"[133757, 133757]","[0, 0]",2
urban water systems,environment,sustain,"[133842, 148414, 148414, 148414]","[1, 1, 1, 1]",4
favorable shock in childhood,chance,increase,"[133844, 133844]","[0, 0]",2
chance,use,support,"[2600, 8928]","[1, 1]",2
chance,development,support,"[2600, 8928]","[1, 1]",2
desorption,supply,use,"[3931, 6635]","[8, 8]",2
small hydropower as electricity,all concerns,aroused,"[134087, 10514]","[0, 4]",2
the tools of people in government,decision,support,"[134144, 75882]","[8, 8]",2
people in government,policy,make,"[134144, 75882]","[8, 8]",2
assemblage of sediments,sediment,contain,"[134152, 134152]","[0, 4]",2
basalts,water,contain,"[134324, 134324]","[2, 2]",2
csr,organizational outcomes,affect,"[8269, 8269]","[1, 1]",2
any small patch with elements,split,cause,"[134630, 55235]","[1, 1]",2
any small patch with elements,element,contain,"[134630, 55235]","[1, 1]",2
bureau,environment,protect,"[58582, 37988]","[2, 0]",2
a forecast ensemble,forecasts,contain,"[134647, 95361]","[3, 5]",2
the native domain of the hat complex,transcribed,activate,"[134671, 134671]","[5, 5]",2
some results,design guidelines,serve,"[97551, 7302]","[6, 6]",2
californians,time,spend,"[148713, 148713]","[3, 4]",2
